title,total_sales,Publisher,Developer,Platform,Japan_sales,Na_sales,Other_sales,Pal_sales
Destiny: The Taken King,0.43,Activision,Bungie,Play Station ,0.03,0.21,0.07,0.12
Def Jam Icon,0.43,Electronic Arts,Unknown,Play Station ,0,0.16,0.07,0.19
Sin and Punishment: Star Successor,0.43,Nintendo,"Treasure Co., Ltd.",Wii,0.06,0.19,0.03,0.14
Mega Man Battle Network,0.42,Capcom,Capcom,GBA,0.22,0.14,0.01,0.05
Saints Row IV: Re-Elected,0.42,Deep Silver,Volition Inc.,Play Station ,0.03,0.15,0.06,0.18
2010 FIFA World Cup South Africa,0.42,EA Sports,EA Canada,Wii,0.01,0.23,0.04,0.15
Fossil Fighters: Frontier,0.42,Nintendo,Spike Chunsoft,Nintendo,0.23,0.13,0.02,0.04
Ragnarok Odyssey,0.42,Xseed Games,Game Arts,Play Station,0.16,0.2,0.05,0.01
Dishonored: Definitive Edition,0.42,Bethesda Softworks,Arkane Studios,Play Station ,0.02,0.12,0.06,0.21
Mirror's Edge Catalyst,0.42,Electronic Arts,EA DICE,Play Station ,0.03,0.13,0.06,0.19
Metal Gear Solid: The Legacy Collection,0.42,Konami Digital Entertainment,Konami,Play Station ,0.03,0.31,0.07,0.01
Mega Man X6,0.42,Capcom,Capcom,Play Station ,0.16,0.14,0.03,0.1
Zack & Wiki: Quest for Barbaros' Treasure,0.42,Capcom,Capcom,Wii,0.03,0.18,0.04,0.16
Mega Man LegenNintendo 2,0.42,Capcom,Capcom,Play Station ,0.1,0.17,0.03,0.12
F1 2014,0.42,Codemasters,Codemasters Birmingham,Play Station ,0.02,0.07,0.06,0.27
Yu-Gi-Oh! GX: Tag Force 2,0.42,Konami,Konami,Play Station,0.1,0.03,0.1,0.19
X-Men vs. Street Fighter,0.42,Capcom,Capcom,Play Station ,0.12,0.16,0.03,0.11
Castlevania: Curse of Darkness,0.42,Konami,Konami,Play Station ,0.05,0.18,0.05,0.14
International Superstar Soccer Pro '98,0.42,Konami,KCET,Play Station ,0.35,0.02,0.03,0.02
Zone of the Enders: The 2nd Runner,0.41,Konami,Konami Computer Entertainment Japan,Play Station ,0.11,0.15,0.04,0.12
Vanquish,0.42,Sega,PlatinumGames,X box,0.03,0.19,0.04,0.16
Castlevania: The Dracula X Chronicles,0.42,Konami,Konami,Play Station,0.04,0.22,0.07,0.09
Pro Evolution Soccer 2011,0.41,Konami,Konami,Play Station ,0.05,0.04,0.11,0.21
Tom Clancy's HAWX 2,0.41,Ubisoft,Ubisoft Bucharest,Play Station ,0.03,0.21,0.05,0.12
Medal of Honor Heroes 2,0.41,Electronic Arts,Team Fusion,Wii,0.01,0.33,0.03,0.04
BlazBlue: Continuum Shift,0.41,Aksys Games,Arc System Works,Play Station ,0.09,0.21,0.04,0.08
Ogre Battle 64: Person of Lordly Caliber,0.41,Atlus,Quest Corporation,Nintendo,0.25,0.1,0.04,0.02
NiGHTS: Journey of Dreams,0.41,Sega,Sonic Team,Wii,0.04,0.32,0.03,0.02
Armored Core,0.41,Sony Computer Entertainment,From Software,Play Station ,0.16,0.13,0.03,0.09
Katamari Forever,0.41,Namco Bandai,Bandai Namco Games,Play Station ,0.06,0.26,0.04,0.05
Harvest Moon: Grand Bazaar,0.41,Natsume,Marvelous Interactive,Nintendo,0.13,0.21,0.02,0.05
Sword Art Online: Lost Song,0.41,Namco Bandai Games,Namco Bandai Games,Play Station,0.24,0.08,0.04,0.04
Armored Core 2: Another Age,0.41,Agetec,From Software,Play Station ,0.19,0.11,0.03,0.08
'98 Koshien,0.41,Magical Company,Magical Company,Play Station ,0.12,0.15,0.03,0.1
Nintendo Labo: Toy-Con 03 Vehicle Kit,0.41,Nintendo,Nintendo EPD,Nintendo,0.06,0.16,0.03,0.15
Sword Art Online: Hollow Realization,0.41,Namco Bandai Games,Aquria,Play Station ,0.12,0.18,0.05,0.06
Battlefield 2: Modern Combat,0.41,Electronic Arts,Digtal Illusions,X box,0.01,0.35,0.03,0.02
Theatrhythm Final Fantasy: Curtain Call,0.41,Square Enix,Square Enix,Nintendo,0.15,0.16,0.02,0.08
Rune Factory 3: A Fantasy Harvest Moon,0.41,Natsume,Neverland Company,Nintendo,0.1,0.26,0.02,0.03
Overlord,0.4,Codemasters,Triumph Studios,X box,0.01,0.34,0.03,0.03
Battalion Wars,0.4,Nintendo,Kuju Entertainment,GC,0.07,0.25,0.01,0.07
Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,0.4,Konami,Konami,Nintendo,0.09,0.27,0.03,0.01
Transformers: The Game,0.4,Activision,Traveller's Tales,Play Station ,0.01,0.32,0.04,0.03
Castlevania: Portrait of Ruin,0.4,Konami,Konami,Nintendo,0.04,0.31,0.03,0.02
Armored Core V,0.4,Namco Bandai,From Software,Play Station ,0.24,0.09,0.02,0.04
No More Heroes 2: Desperate Struggle,0.4,Ubisoft,Grasshopper Manufacture,Wii,0.04,0.2,0.03,0.11
Juiced 2: Hot Import Nights,0.39,THQ,Juice Games,Play Station ,0.01,0.19,0.05,0.15
Combat of Giants: Dinosaurs 3D,0.39,Ubisoft,Ubisoft,Nintendo,0.05,0.25,0.03,0.07
NBA Live 09,0.39,Electronic Arts,EA Canada,Play Station ,0.01,0.32,0.05,0.01
One Piece Unlimited World: Red,0.39,Namco Bandai Games,Ganbarion,Nintendo,0.28,0.05,0.01,0.05
Final Fantasy Crystal Chronicles: The Crystal Bearers,0.39,Square Enix,Square Enix,Wii,0.08,0.21,0.03,0.08
NBA Live 09,0.39,Electronic Arts,EA Canada,Play Station,0.03,0.23,0.06,0.07
Dungeon Siege III,0.39,Square Enix,Obsidian Entertainment,Play Station ,0.03,0.17,0.06,0.13
Chibi-Robo! Plug into Adventure!,0.39,Nintendo,skip Ltd.,GC,0.09,0.23,0.01,0.06
Dragon's Crown,0.39,Atlus,Vanillaware,Play Station,0.12,0.14,0.07,0.06
Kengo: Master of Bushido,0.39,Crave Entertainment,LightWeight,Play Station ,0.06,0.16,0.04,0.13
Advance Wars: Dual Strike,0.39,Nintendo,Intelligent Systems,Nintendo,0.04,0.3,0.03,0.03
LocoRoco,0.39,Sony Computer Entertainment,SCE Japan Studio,Play Station,0.16,0.14,0.03,0.05
Red Faction: Armageddon,0.39,THQ,Volition Inc.,X box,0.01,0.18,0.04,0.16
Hitman: Blood Money,0.39,Eidos Interactive,IO Interactive,X box,0.01,0.29,0.03,0.06
Zone of the Enders HD Collection,0.39,Konami Digital Entertainment,Kojima Productions,Play Station ,0.09,0.21,0.05,0.04
Metal Gear Solid: Snake Eater 3D,0.39,Konami Digital Entertainment,Konami Computer Entertainment Japan,Nintendo,0.1,0.15,0.02,0.12
Farming Simulator 2013,0.39,Focus Home Interactive,Giants Software,X box,0,0.22,0.03,0.13
Little Nightmares,0.39,Namco Bandai Games,Tarsier Studios,Play Station ,0.02,0.18,0.06,0.12
Tropico 5,0.38,Kalypso Media,Haemimont Games,Play Station ,0.08,0.07,0.05,0.18
GRID 2,0.38,Codemasters,Unknown,Play Station ,0.01,0.07,0.06,0.25
Wii Sports Club,0.38,Nintendo,Nintendo,WiiU,0.04,0.17,0.03,0.14
Naruto Shippuden: Ultimate Ninja Heroes 3,0.38,Namco Bandai,CyberConnect2,Play Station,0.19,0.13,0.03,0.04
ESPN Extreme Games,0.38,Sony Computer Entertainment,Sony Interactive Studios America,Play Station ,0.17,0.11,0.03,0.08
Ghost Trick: Phantom Detective,0.38,Capcom,Capcom,Nintendo,0.12,0.17,0.02,0.08
FIFA 13,0.38,EA Sports,EA Canada,Play Station,0.02,0.06,0.08,0.22
Tamagotchi Connection: Corner Shop 3,0.38,Namco Bandai,NanaOn-Sha,Nintendo,0.31,0.06,0.01,0
Tales of Hearts R,0.38,Namco Bandai Games,7thChord,Play Station,0.09,0.11,0.07,0.12
Grandia Xtreme,0.38,Enix,Game Arts,Play Station ,0.25,0.07,0.02,0.05
Mercenaries 2: World in Flames,0.38,Electronic Arts,Pi Studios,Play Station ,0,0.21,0.17,0
Pro Evolution Soccer 2011 3D,0.38,Konami,Konami,Nintendo,0.11,0.11,0.02,0.13
Persona 4: Dancing All Night,0.38,Atlus,Dingo Inc.,Play Station,0.16,0.12,0.05,0.04
Pokémon Channel,0.38,Nintendo,Ambrella,GC,0.07,0.24,0.01,0.06
Hatsune Miku: Project Mirai DX,0.38,Sega,Sega,Nintendo,0.11,0.2,0.03,0.04
Life is Strange,0.37,Square Enix,DONTNOD Entertainment,Play Station ,0.05,0.11,0.05,0.16
EA Sports MMA,0.37,EA Sports,EA Tiburon,Play Station ,0.01,0.16,0.06,0.14
Prince of Persia: The Forgotten SanNintendo,0.37,Ubisoft,Quebec City,Play Station,0.01,0.09,0.1,0.18
Firewall: Zero Hour,0.37,Sony Interactive Entertainment,First Contact Entertainment Inc.,Play Station ,0.02,0.14,0.06,0.16
Kileak: The DNA Imperative,0.37,Sony Computer Entertainment,Genki,Play Station ,0.21,0.08,0.02,0.06
Resident Evil: Origins Collection,0.37,Capcom,Capcom,Play Station ,0.07,0.07,0.05,0.18
Go Vacation,0.37,Nintendo,Bandai Namco Studios,Nintendo,0.01,0.12,0.03,0.22
Kingdom Under Fire: Circle of Doom,0.37,Microsoft,Blue Side,X box,0.04,0.18,0.04,0.12
Skate,0.37,Electronic Arts,EA Black Box,Play Station ,0,0.29,0.03,0.04
Burnout Paradise Remastered,0.37,Electronic Arts,Stellar Entertainment,Play Station ,0.01,0.08,0.06,0.22
Thief,0.37,Square Enix,Eidos Montreal,Play Station ,0.03,0.1,0.06,0.19
Dynasty Warriors 9,0.37,Tecmo Koei,Omega Force,Play Station ,0.17,0.1,0.03,0.06
Yakuza: Kiwami 2,0.37,Sega,Sega,Play Station ,0.19,0.08,0.03,0.06
Shin Megami Tensei IV: Apocalypse,0.37,Atlus,Atlus,Nintendo,0.16,0.15,0.02,0.05
Dungeon Siege III,0.37,Square Enix,Obsidian Entertainment,X box,0.01,0.21,0.03,0.12
Tomb Raider: Legend,0.37,Eidos Interactive,Crystal Dynamics,X box,0.01,0.27,0.03,0.07
Rune Factory: Frontier,0.37,Xseed Games,Neverland Company,Wii,0.04,0.16,0.03,0.13
Sonic Lost World,0.37,Sega,Sonic Team,WiiU,0.01,0.2,0.03,0.13
FIFA Street 2,0.37,EA Sports BIG,EA Canada,Play Station ,0.02,0.17,0.04,0.13
Fragile Dreams: Farewell Ruins of the Moon,0.37,Xseed Games,Tri-Crescendo,Wii,0.06,0.16,0.03,0.12
Naruto Shippuden: Ninja Destiny 2,0.37,Tomy Corporation,Dream Factory,Nintendo,0.13,0.19,0.02,0.03
Wanted: Weapons of Fate,0.37,Warner Bros. Interactive,GRIN,X box,0,0.17,0.04,0.15
Castlevania: Order of Ecclesia,0.37,Konami,Konami,Nintendo,0.04,0.27,0.03,0.03
Dragon Ball Z: Infinite World,0.36,Atari,Dimps Corporation,Play Station ,0.21,0.08,0.02,0.06
Okami HD,0.36,Capcom,Clover Studio,Play Station ,0.03,0.16,0.06,0.12
Tekken Hybrid,0.36,Namco,Namco Bandai Games,Play Station ,0.04,0.21,0.04,0.07
Tom Clancy's HAWX 2,0.36,Ubisoft,Ubisoft Bucharest,X box,0.01,0.24,0.03,0.09
Sniper: Ghost Warrior 3,0.36,City Interactive,City Interactive,Play Station ,0.03,0.14,0.06,0.15
Monster Rancher 3,0.36,Tecmo,Tecmo,Play Station ,0.14,0.11,0.03,0.09
LocoRoco 2,0.36,Sony Computer Entertainment,SCE Japan Studio,Play Station,0.01,0.21,0.05,0.09
Okage: Shadow King,0.36,Sony Computer Entertainment,Zener Works,Play Station ,0.08,0.14,0.04,0.11
BlazBlue: Calamity Trigger,0.36,Aksys Games,Arc System Works,X box,0.04,0.21,0.03,0.08
The Wonderful 101,0.36,Nintendo,PlatinumGames,WiiU,0.08,0.15,0.02,0.11
Fist of The North Star: Lost Paradise,0.36,Sega,Sega,Play Station ,0.18,0.09,0.03,0.05
Mystical Ninja starring Goemon,0.36,Konami,Konami Computer Entertainment Osaka,Nintendo,0.23,0.07,0.04,0.02
Toukiden,0.36,Tecmo Koei,Omega Force,Play Station,0.25,0.04,0.03,0.05
Nintendo Labo: Toy-Con 02 Robot Kit,0.36,Nintendo,Nintendo EPD,Nintendo,0.08,0.18,0.03,0.08
Earth Defense Force 2025,0.36,D3Publisher,Sandlot,Play Station ,0.27,0.04,0.01,0.03
Harvest Moon: The Tale of Two Towns,0.36,Natsume,Marvelous Interactive,Nintendo,0.05,0.28,0.02,0
Formula 1 Championship Edition,0.36,Sony Computer Entertainment,Bizarre Creations,Play Station ,0.23,0.06,0.02,0.04
Trauma Center: Under the Knife,0.36,Atlus,Atlus Co.,Nintendo,0.02,0.3,0.03,0.01
Suikoden V,0.35,Konami,HuNintendoon Soft,Play Station ,0.19,0.08,0.02,0.06
Metro: Last Light,0.35,Deep Silver,4a-games,X box,0,0.17,0.03,0.15
Call of Duty: Ghosts,0.35,Activision,Infinity Ward,WiiU,0.01,0.22,0.03,0.09
Dragon Ball Z: Extreme Butoden,0.35,Namco Bandai Games,Arc System Works,Nintendo,0.17,0.13,0.02,0.03
Bloody Roar 3,0.35,Activision,Eighting / Raizing,Play Station ,0.05,0.15,0.04,0.11
Persona 2: Eternal Punishment,0.35,Atlus,Atlus Co.,Play Station ,0.28,0.03,0.02,0.02
Dead or Alive 5 Last Round,0.35,Tecmo Koei,Team Ninja,Play Station ,0.09,0.09,0.04,0.13
Dragon Ball Z: Budokai Tenkaichi 2 (JP sales),0.35,Unknown,Unknown,Wii,0.14,0.15,0.01,0.05
Terminator Salvation,0.35,Warner Bros. Interactive,Halcyon,X box,0,0.13,0.04,0.18
Guilty Gear X2,0.35,Sammy Corporation,Arc System Works,Play Station ,0.16,0.09,0.02,0.07
Gravity Rush 2,0.35,Sony Interactive Entertainment,SIE Japan Studio,Play Station ,0.13,0.13,0.04,0.05
World of Final Fantasy,0.35,Square Enix,Square Enix,Play Station,0.09,0.09,0.06,0.11
EverGrace,0.35,Agetec,From Software,Play Station ,0.15,0.1,0.03,0.08
Yu-Gi-Oh! 5D's Tag Force 5,0.35,Konami,Konami,Play Station,0.14,0.13,0.03,0.05
Naruto Shippuden: Ultimate Ninja Impact,0.35,Namco Bandai,CyberConnect2,Play Station,0.15,0.09,0.04,0.07
Def Jam Icon,0.35,Electronic Arts,Unknown,X box,0,0.3,0.03,0.01
Pirates of the Caribbean: At World's End,0.34,Disney Interactive Studios,Amaze Entertainment,Nintendo,0.01,0.3,0.03,0.01
Tekken Tag Tournament 2,0.34,Namco Bandai Games,Bandai Namco Games,X box,0.01,0.19,0.03,0.11
Dynasty Warriors 5 Empires,0.34,KOEI,Omega Force,Play Station ,0.12,0.11,0.03,0.09
Odin Sphere: Leifthrasir,0.34,Atlus,Vanillaware,Play Station ,0.09,0.14,0.04,0.07
Classic NES Series: Ice Climber,0.34,Nintendo,Nintendo,GBA,0.2,0.1,0.01,0.04
Battalion Wars 2,0.34,Nintendo,Kuju Entertainment,Wii,0.08,0.22,0.02,0.02
Danganronpa: Trigger Happy Havoc,0.34,NIS America,Spike Chunsoft,Play Station,0.15,0.09,0.05,0.06
Monster Rancher 4,0.34,Tecmo,Tecmo,Play Station ,0.19,0.08,0.02,0.06
The Shoot,0.34,Sony Computer Entertainment,Cohort Studios,Play Station ,0.01,0.13,0.05,0.15
Lord of Arcana,0.34,Square Enix,Square Enix,Play Station,0.17,0.08,0.04,0.05
NBA 2K17,0.34,2K Sports,Visual Concepts,Play Station ,0.02,0.16,0.05,0.11
Dynasty Warriors 6 Empires,0.34,KOEI,Omega Force,Play Station ,0.15,0.14,0.02,0.03
The King of Fighters XIV,0.34,Atlus,SNK Playmore,Play Station ,0.06,0.21,0.05,0.02
Project Versus J,0.34,Namco Bandai Games,Unknown,Play Station ,0.2,0.07,0.02,0.05
Puzzle Quest: Challenge of the WarlorNintendo,0.34,D3 Publisher,1st Playable Productions,Nintendo,0.03,0.28,0.02,0.01
The Eye of Judgment,0.34,Sony Computer Entertainment,SCE Japan Studio,Play Station ,0.02,0.28,0.03,0
Dynasty Warriors: Gundam 2,0.34,Namco Bandai,Omega Force,Play Station ,0.25,0.04,0.01,0.03
Sniper: Ghost Warrior 2,0.34,City Interactive,City Interactive,Play Station ,0.03,0.05,0.05,0.2
Dead or Alive 5,0.33,Tecmo Koei,Team Ninja,X box,0.03,0.2,0.03,0.08
Tokyo Highway Battle,0.33,Crave Entertainment,Genki,Play Station ,0.21,0.06,0.02,0.04
Trauma Center: Second Opinion,0.34,Atlus,Atlus Co.,Wii,0.03,0.28,0.03,0.01
Star Ocean: Second Evolution,0.34,Square Enix,TOSE Software,Play Station,0.16,0.14,0.02,0.02
Tenchu Z,0.34,Microsoft,K2 LLC,X box,0.02,0.27,0.03,0.02
Divinity: Original Sin,0.34,Focus Home Interactive,Larian Studios,Play Station ,0.04,0.13,0.05,0.13
Point Blank,0.34,Namco,Namco,Play Station ,0.23,0.05,0.02,0.03
Valkyria Chronicles Remastered,0.33,Sega,Sega,Play Station ,0.08,0.14,0.04,0.08
Bomberman World,0.33,Atlus,HuNintendoon Soft,Play Station ,0.22,0.06,0.02,0.04
Mega Man ZX Advent,0.33,Capcom,Inti Creates,Nintendo,0.09,0.22,0.02,0
Street Fighter Alpha 3 MAX,0.33,Capcom,Capcom,Play Station,0.02,0.27,0.03,0.01
Ninja Blade,0.33,Microsoft,From Software,X box,0.02,0.14,0.03,0.14
The King of Fighters XIII,0.33,Atlus,SNK Playmore Corporation,X box,0.01,0.23,0.03,0.07
Klonoa 2: Lunatea's Veil,0.33,Namco,Namco,Play Station ,0.08,0.12,0.03,0.1
Etrian Odyssey,0.33,Atlus,Atlus Co. / Lancarse,Nintendo,0.09,0.19,0.02,0.03
Fracture,0.33,LucasArts,Day 1 Studios,X box,0,0.15,0.04,0.14
NBA 2K10,0.33,2K Sports,Visual Concepts,Play Station,0,0.3,0.03,0
Binary Domain,0.33,Sega,Amusement Vision,Play Station ,0.14,0.09,0.03,0.07
Classic NES Series: Castlevania,0.33,Nintendo,Konami,GBA,0.09,0.17,0.01,0.06
Way of the Samurai 2,0.33,Capcom,Acquire,Play Station ,0.23,0.05,0.01,0.04
Planet Puzzle League,0.33,Nintendo,Intelligent Systems,Nintendo,0.16,0.14,0.01,0.01
Disgaea 2: Cursed Memories,0.33,NIS America,Nippon Ichi Software,Play Station ,0.15,0.09,0.02,0.07
Clock Tower 3,0.33,Capcom,SunSoft,Play Station ,0.12,0.1,0.03,0.08
Murdered: Soul Suspect,0.33,Square Enix,Airtight Games,Play Station ,0.02,0.09,0.05,0.17
Resonance of Fate,0.33,Sega,tri-Ace,X box,0.06,0.12,0.03,0.13
Kirby: Battle Royale,0.33,Nintendo,HAL Laboratory,Nintendo,0.2,0.07,0.01,0.05
Capcom Classics Collection Reloaded,0.33,Capcom,Capcom,Play Station,0.03,0.26,0.03,0
Tokyo Mirage Sessions #FE,0.33,Nintendo,Atlus,WiiU,0.08,0.17,0.02,0.06
Dark Souls: Remastered,0.33,Bandai Namco Entertainment,From Software,Nintendo,0.03,0.16,0.03,0.11
NBA Live 96,0.33,Electronic Arts,EA Canada,Play Station ,0.04,0.16,0.02,0.11
Fate/Extra,0.33,Aksys Games,imageepoch Inc.,Play Station,0.1,0.19,0.03,0.01
Dr. Mario / Puzzle League,0.33,Nintendo,Intelligent Systems,GBA,0.16,0.12,0.01,0.04
Final Fantasy XI: Wings of the Goddess,0.32,Square Enix,Square Enix,X box,0.02,0.28,0.03,0
Elebits,0.32,Konami,Konami,Wii,0.08,0.22,0.02,0.01
Battlestations: Pacific,0.32,Eidos Interactive,Eidos Studios Hungary,X box,0.01,0.17,0.03,0.11
Dead Rising 2: Off the Record,0.32,Capcom,Blue Castle Games,Play Station ,0.1,0.11,0.03,0.08
Silent Hill HD Collection,0.32,Konami Digital Entertainment,Konami,Play Station ,0.03,0.15,0.04,0.1
Hatsune Miku: Project Diva F 2nd,0.32,Sega,Sega,Play Station,0.16,0.08,0.04,0.05
Eternal Sonata,0.32,Namco Bandai,Tri-Crescendo,X box,0.08,0.19,0.02,0.04
Shin Megami Tensei: Persona 2: Innocent Sin,0.32,Atlus,Atlus Co.,Play Station,0.11,0.14,0.04,0.04
Operation Flashpoint: Red River,0.32,Codemasters,Codemasters,Play Station ,0.07,0.06,0.05,0.14
OverBlood,0.32,Electronic Arts,Riverhillsoft,Play Station ,0.21,0.05,0.02,0.04
FIFA Street 3,0.32,EA Sports BIG,EA Canada,Play Station ,0,0.08,0.06,0.18
Harvest Moon: Back to Nature,0.32,Natsume,Victor Interactive Software,Play Station ,0.12,0.11,0.02,0.07
Final Fantasy XI: Online,0.32,Square Enix,Square Enix,Play Station ,0.15,0.08,0.02,0.06
Bleach: Shattered Blade,0.32,Sega,Polygon Magic,Wii,0.08,0.21,0.02,0.01
Beautiful Katamari,0.32,Namco Bandai,Now Production,X box,0.15,0.14,0.02,0.02
Chibi-Robo! Zip Lash,0.32,Nintendo,Nintendo,Nintendo,0.07,0.14,0.02,0.09
LEGO Marvel's Avengers,0.32,Warner Bros. Interactive Entertainment,Traveller's Tales,WiiU,0.01,0.15,0.03,0.14
Folklore,0.32,Sony Computer Entertainment,Game Republic,Play Station ,0.05,0.2,0.03,0.04
Nagano Winter Olympics 98,0.32,Konami,Konami Computer Entertainment Osaka,Nintendo,0.13,0.15,0,0.04
Cars 3: Driven to Win,0.32,Warner Bros. Interactive Entertainment,Avalanche Software,Nintendo,0.02,0.13,0.02,0.14
Batman: Arkham Origins,0.32,Warner Bros. Interactive Entertainment,Warner Bros. Interactive Entertainment,WiiU,0,0.19,0.03,0.1
Dragon Ball Z: Battle of Z,0.32,Namco Bandai Games,ArtDink,Play Station ,0.07,0.1,0.04,0.11
Test Drive Unlimited,0.32,Atari,Eden Studios,X box,0.02,0.23,0.02,0.04
Singularity,0.32,Activision,Raven Software,X box,0,0.24,0.03,0.04
Romance of the Three Kingdoms VII,0.32,KOEI,Koei,Play Station ,0.16,0.08,0.02,0.06
BlazBlue: Continuum Shift,0.32,Aksys Games,Arc System Works,X box,0.02,0.23,0.02,0.04
Shin Megami Tensei: Devil Survivor 2,0.31,Atlus,Atlus Co.,Nintendo,0.12,0.16,0.01,0.02
Bust-A-Move Universe,0.31,Square Enix,Arika,Nintendo,0.06,0.08,0.02,0.15
Pandora's Tower,0.31,Xseed Games,Ganbarion,Wii,0.08,0.11,0.03,0.1
Catherine,0.31,Atlus,Atlus,X box,0.03,0.2,0.02,0.06
Namco Museum: Virtual Arcade,0.31,Namco Bandai,Namco Bandai Games,X box,0.01,0.27,0.02,0.01
Einhänder,0.31,Sony Computer Entertainment,SquareSoft,Play Station ,0.13,0.1,0.02,0.07
Clash of the Titans: The Videogame,0.31,Namco Bandai,Game Republic,Play Station ,0.01,0.09,0.05,0.15
Fuel,0.31,Codemasters,Asobo Studio,X box,0,0.09,0.04,0.18
Armored Core: Silent Line,0.31,Agetec,From Software,Play Station ,0.16,0.07,0.02,0.06
Goemon's Great Adventure,0.31,Konami,Konami Computer Entertainment Osaka,Nintendo,0.13,0.06,0.1,0.02
Mega Man Zero Collection,0.31,Capcom,Inti Creates,Nintendo,0.11,0.17,0.02,0.01
Sonic Mania,0.31,Sega,PagodaWest Games,Play Station ,0.01,0.1,0.05,0.15
Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia,0.31,Konami,Konami,Nintendo,0.09,0.18,0.02,0.02
Tom Clancy's Splinter Cell 3D,0.3,Ubisoft,Gameloft,Nintendo,0.07,0.14,0.02,0.07
Jumping Flash!,0.3,Sony Computer Entertainment,Exact,Play Station ,0.21,0.05,0.02,0.03
Cities: Skylines,0.3,Koch Media,Colossal Order,Play Station ,0.04,0.15,0.05,0.07
Monopoly for Nintendo Switch,0.3,Ubisoft,Engine Software,Nintendo,0.01,0.06,0.02,0.22
NBA 2K19,0.3,2K Sports,Visual Concepts,Nintendo,0.01,0.24,0.03,0.02
LEGO Marvel's Avengers,0.3,Warner Bros. Interactive Entertainment,TT Fusion,Nintendo,0.03,0.08,0.02,0.17
My Hero One's Justice,0.3,Bandai Namco Entertainment,Byking,Play Station ,0.04,0.16,0.05,0.05
Resident Evil Archives: Resident Evil,0.3,Capcom,Capcom Production Studio 4,Wii,0.08,0.16,0.02,0.04
Magna Carta 2,0.3,Namco Bandai,SoftMax,X box,0.07,0.13,0.02,0.07
Romance of the Three Kingdoms VIII,0.3,KOEI,Koei,Play Station ,0.19,0.05,0.01,0.04
Stranglehold,0.3,Midway Games,Midway Games,Play Station ,0,0.24,0.03,0.03
LEGO Ninjago: Shadow of Ronin,0.31,Warner Bros. Interactive Entertainment,TT Fusion,Nintendo,0.05,0.05,0.02,0.19
Dynasty Warriors 8: Xtreme LegenNintendo,0.31,Tecmo Koei,Unknown,Play Station ,0.06,0.09,0.04,0.12
Silent Hill: Shattered Memories,0.31,Konami,Climax Group,Play Station,0.01,0.09,0.07,0.13
NBA Live 08,0.31,Electronic Arts,EA Canada,Play Station,0,0.28,0.02,0
F1 2013,0.3,Codemasters,Codemasters Birmingham,X box,0,0.01,0.02,0.28
Resident Evil: Revelations 2,0.3,Capcom,Capcom,Play Station ,0.17,0.06,0.02,0.05
The King of Fighters XIII,0.3,Atlus,SNK Playmore Corporation,Play Station ,0.04,0.17,0.03,0.07
Eternal Ring,0.3,Agetec,From Software,Play Station ,0.1,0.1,0.03,0.07
Dynasty Warriors 6,0.3,KOEI,Omega Force,X box,0.06,0.15,0.02,0.06
Star Gladiator Episode: I Final Crusade,0.3,Capcom,Capcom,Play Station ,0.15,0.07,0.02,0.05
Starhawk,0.3,Sony Computer Entertainment,LightBox Interactive,Play Station ,0.03,0.18,0.03,0.05
N3: Ninety-Nine Nights,0.3,Microsoft Game Studios,Q Entertainment / Phantagram,X box,0.05,0.2,0.02,0.03
The Walking Dead: Season Two,0.3,Telltale Games,Unknown,Play Station ,0.03,0.13,0.05,0.09
Sword Art Online: Fatal Bullet,0.29,Namco Bandai Games,Dimps Corporation,Play Station ,0.13,0.11,0.03,0.03
Lego Star Wars: The Force Awakens,0.29,Warner Bros. Interactive Entertainment,TT Fusion,WiiU,0.02,0.12,0.02,0.13
Front Mission Evolved,0.29,Square Enix,Double Helix Games,Play Station ,0.11,0.09,0.03,0.07
Naruto to Boruto: Shinobi Striker,0.29,Bandai Namco Games,Soleil Software Studio Inc.,Play Station ,0.02,0.19,0.05,0.03
Lupin the 3rd: Treasure of the Sorcerer King,0.29,Bandai,Banpresto,Play Station ,0.25,0.02,0.01,0.02
Dynasty Warriors: Strikeforce,0.29,Tecmo Koei,Omega Force,Play Station ,0.07,0.11,0.03,0.08
Kagero: Deception II,0.29,Tecmo,Tecmo,Play Station ,0.22,0.03,0.02,0.02
Wanted: Weapons of Fate,0.29,Warner Bros. Interactive,GRIN,Play Station ,0.01,0.14,0.04,0.1
Ratchet & Clank: Size Matters,0.29,Sony Computer Entertainment,High Impact Games,Play Station ,0.03,0.13,0.03,0.1
